transaction_id,order_id,order_time,customer_id,product_id,quantity,unit_price,unit_cost,sales_amount,discount_amount,net_sales_amount,cost_amount,profit
888,O0295,2026-08-28 12:04:00,C019,S04,1,19,12,19,0.0,19.0,12,7.0
889,O0296,2026-08-09 20:35:00,C026,H03,1,55,35,55,0.0,55.0,35,20.0
890,O0297,2026-08-12 07:15:00,C022,S05,1,13,8,13,0.0,13.0,8,5.0
891,O0298,2026-08-06 19:35:00,C013,S05,1,13,8,13,0.0,13.0,8,5.0
892,O0298,2026-08-06 19:35:00,C013,S07,2,18,9,36,0.0,36.0,18,18.0
893,O0298,2026-08-06 19:35:00,C013,H05,1,35,20,35,0.0,35.0,20,15.0
894,O0299,2026-08-02 07:33:00,C047,D07,1,17,10,17,0.0,17.0,10,7.0
895,O0299,2026-08-02 07:33:00,C047,D05,2,21,15,42,0.0,42.0,30,12.0
896,O0299,2026-08-02 07:33:00,C047,H06,2,50,34,100,0.0,100.0,68,32.0
897,O0299,2026-08-02 07:33:00,C047,S08,3,16,9,48,0.0,48.0,27,21.0
898,O0299,2026-08-02 07:33:00,C047,D02,2,17,8,34,0.0,34.0,16,18.0
899,O0300,2026-08-16 17:42:00,C030,D07,3,17,10,51,0.0,51.0,30,21.0
